"","sex","age","degree","income","income_vs_average","satisfication","happy","health"
"1815","Male",69,"Bachelors","More than $25000","Above average","Pretty well satisfied","Pretty happy","Fair"
"1816","Male",68,"Hight school","More than $25000","Below average","More of less satisfied","Pretty happy","Good"
"1817","Female",36,"Hight school","$10000-$14999","Below average","Not satisfied at all","Very happy","Excellent"
"1818","Female",33,"Hight school","More than $25000","Average","More of less satisfied","Very happy","Good"
"1819","Male",75,"Hight school","More than $25000","Average","More of less satisfied","Pretty happy","Fair"
"1820","Female",66,"Hight school","$15000-$19999","Below average","Not satisfied at all","Pretty happy","Good"
"1821","Female",37,"Bachelors","More than $25000","Average","Not satisfied at all","Pretty happy","Good"
"1822","Female",42,"Bachelors","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"1823","Female",46,"Less than high school","$20000-$24999","Average","Not satisfied at all","Not too happy","Fair"
"1824","Male",26,"Hight school","More than $25000","Far below average","Not satisfied at all","Not too happy","Good"
"1825","Female",64,"Bachelors","More than $25000","Average","More of less satisfied","Pretty happy","Fair"
"1826","Female",45,"Hight school","More than $25000","Average","More of less satisfied","Not too happy","Good"
"1827","Female",67,"Hight school","More than $25000","Below average","More of less satisfied","Not too happy","Good"
"1828","Female",47,"Bachelors","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"1829","Male",77,"Hight school","More than $25000","Average","Pretty well satisfied","Very happy","Excellent"
"1830","Male",83,"Graduate","More than $25000","Above average","Pretty well satisfied","Pretty happy","Excellent"
"1831","Female",31,"Bachelors","More than $25000","Above average","More of less satisfied","Pretty happy","Good"
"1832","Female",63,"Bachelors","More than $25000","Average","More of less satisfied","Not too happy","Good"
"1833","Male",33,"Hight school","More than $25000","Below average","Not satisfied at all","Not too happy","Good"
"1834","Female",32,"Less than high school","$3000-$3999","Below average","Pretty well satisfied","Pretty happy","Good"
"1835","Female",67,"Hight school","$20000-$24999","Below average","Not satisfied at all","Pretty happy","Excellent"
"1836","Female",45,"Bachelors","More than $25000","Above average","Pretty well satisfied","Very happy","Good"
"1837","Female",55,"Less than high school","$15000-$19999","Below average","More of less satisfied","Not too happy","Good"
"1838","Male",43,"Hight school","More than $25000","Average","Pretty well satisfied","Pretty happy","Good"
"1839","Male",58,"Hight school","More than $25000","Far below average","Not satisfied at all","Pretty happy","Fair"
"1840","Female",67,"Bachelors","More than $25000","Above average","More of less satisfied","Pretty happy","Good"
"1841","Male",71,"Graduate","More than $25000","Above average","More of less satisfied","Pretty happy","Fair"
"1842","Male",28,"Bachelors","More than $25000","Above average","Pretty well satisfied","Not too happy","Excellent"
"1843","Female",47,"Bachelors","More than $25000","Average","Not satisfied at all","Pretty happy","Good"
"1844","Female",63,"associate/junior college","$20000-$24999","Below average","More of less satisfied","Pretty happy","Good"
"1845","Male",57,"Graduate","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"1846","Male",34,"Hight school","More than $25000","Below average","Not satisfied at all","Pretty happy","Fair"
"1847","Female",29,"Less than high school","More than $25000","Far below average","More of less satisfied","Pretty happy","Good"
"1848","Male",26,"Hight school","More than $25000","Far below average","Not satisfied at all","Not too happy","Fair"
"1849","Male",54,"Hight school","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"1850","Female",68,"Bachelors","$20000-$24999","Below average","Not satisfied at all","Pretty happy","Good"
"1851","Female",48,"Hight school","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"1852","Female",44,"associate/junior college","$9000-$9999","Far below average","Not satisfied at all","Pretty happy","Poor"
"1853","Female",57,"Hight school","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"1854","Female",62,"associate/junior college","More than $25000","Below average","Not satisfied at all","Pretty happy","Fair"
"1855","Female",49,"Graduate","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"1856","Male",70,"Bachelors","More than $25000","Average","Pretty well satisfied","Very happy","Good"
"1857","Female",86,"Hight school","More than $25000","Below average","More of less satisfied","Very happy","Good"
"1858","Female",55,"Hight school","$10000-$14999","Far below average","Not satisfied at all","Not too happy","Poor"
"1859","Female",49,"associate/junior college","More than $25000","Below average","More of less satisfied","Pretty happy","Good"
"1860","Female",56,"Bachelors","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"1861","Male",48,"Hight school","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"1862","Female",60,"Hight school","More than $25000","Average","Pretty well satisfied","Pretty happy","Good"
"1863","Female",45,"Bachelors","More than $25000","Above average","More of less satisfied","Not too happy","Fair"
"1864","Female",61,"associate/junior college","More than $25000","Below average","Not satisfied at all","Not too happy","Poor"
"1865","Male",56,"Hight school","More than $25000","Average","Pretty well satisfied","Pretty happy","Good"
"1866","Female",25,"Hight school","More than $25000","Average","More of less satisfied","Very happy","Good"
"1867","Female",49,"Graduate","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"1868","Female",33,"Bachelors","More than $25000","Above average","More of less satisfied","Pretty happy","Good"
"1869","Female",42,"Less than high school","$9000-$9999","Far below average","Not satisfied at all","Pretty happy","Fair"
"1870","Male",69,"Bachelors","More than $25000","Above average","Pretty well satisfied","Pretty happy","Excellent"
"1871","Female",75,"Bachelors","More than $25000","Above average","Pretty well satisfied","Pretty happy","Excellent"
"1872","Female",56,"Bachelors","More than $25000","Below average","More of less satisfied","Pretty happy","Excellent"
"1873","Male",69,"Graduate","More than $25000","Below average","Not satisfied at all","Pretty happy","Good"
"1874","Male",62,"Bachelors","More than $25000","Below average","More of less satisfied","Pretty happy","Good"
"1875","Female",63,"associate/junior college","More than $25000","Below average","Pretty well satisfied","Not too happy","Good"
"1876","Female",75,"Hight school","More than $25000","Average","Pretty well satisfied","Not too happy","Good"
"1877","Male",42,"Bachelors","More than $25000","Average","More of less satisfied","Not too happy","Fair"
"1878","Male",46,"Hight school","More than $25000","Average","More of less satisfied","Not too happy","Good"
"1879","Female",43,"Hight school","More than $25000","Below average","Not satisfied at all","Very happy","Fair"
"1880","Female",53,"Hight school","$20000-$24999","Above average","Not satisfied at all","Not too happy","Good"
"1881","Female",34,"Bachelors","More than $25000","Below average","More of less satisfied","Pretty happy","Good"
"1882","Female",36,"Hight school","$10000-$14999","Below average","Not satisfied at all","Pretty happy","Good"
"1883","Female",69,"Hight school","$3000-$3999","Below average","Not satisfied at all","Not too happy","Fair"
"1884","Male",74,"Bachelors","More than $25000","Average","Pretty well satisfied","Very happy","Excellent"
"1885","Male",50,"Hight school","$9000-$9999","Average","More of less satisfied","Very happy","Good"
"1886","Female",46,"Bachelors","More than $25000","Below average","Not satisfied at all","Pretty happy","Fair"
"1887","Female",44,"Graduate","More than $25000","Average","More of less satisfied","Pretty happy","Fair"
"1888","Female",63,"Less than high school","$10000-$14999","Below average","More of less satisfied","Pretty happy","Poor"
"1889","Male",41,"Graduate","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"1890","Male",70,"Graduate","More than $25000","Above average","Pretty well satisfied","Not too happy","Excellent"
"1891","Female",31,"Graduate","More than $25000","Far below average","Not satisfied at all","Pretty happy","Good"
"1892","Female",66,"Hight school","More than $25000","Average","Not satisfied at all","Pretty happy","Good"
"1893","Male",71,"Hight school","More than $25000","Above average","Pretty well satisfied","Pretty happy","Good"
"1894","Female",34,"Hight school","$20000-$24999","Far below average","Not satisfied at all","Not too happy","Good"
"1895","Male",86,"Less than high school","$10000-$14999","Below average","More of less satisfied","Not too happy","Fair"
"1896","Female",40,"Hight school","More than $25000","Below average","More of less satisfied","Pretty happy","Good"
"1897","Male",53,"Hight school","$15000-$19999","Above average","More of less satisfied","Pretty happy","Fair"
"1898","Female",77,"Hight school","More than $25000","Average","More of less satisfied","Not too happy","Good"
"1899","Female",39,"Bachelors","More than $25000","Average","Pretty well satisfied","Pretty happy","Good"
"1900","Female",34,"Graduate","More than $25000","Above average","More of less satisfied","Pretty happy","Excellent"
"1901","Male",66,"Hight school","More than $25000","Average","Not satisfied at all","Not too happy","Poor"
"1902","Female",33,"associate/junior college","$5000-$5999","Average","Pretty well satisfied","Pretty happy","Good"
"1903","Male",62,"Hight school","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"1904","Female",23,"Hight school","More than $25000","Below average","Not satisfied at all","Not too happy","Excellent"
"1905","Female",65,"Hight school","More than $25000","Average","Not satisfied at all","Very happy","Good"
"1906","Female",52,"Graduate","More than $25000","Average","More of less satisfied","Pretty happy","Good"
